Gene_Symbol,log2FoldChange,pvalue
NA,-2.243139555,1.29E-07
DVL3,-0.458401124,9.37E-09
AP2M1,0.425176486,2.36E-18
ABCF3,0.5308158,1.02E-06
PCYT1A,0.362653574,2.84E-08
NA,-0.542687173,1.08E-10
LRRC56,-0.808522445,0.03927981
SAP30BP,-0.207383521,0.016687954
ACOX1,0.788065676,8.91E-26
SRSF2,0.725093216,2.22E-21
NA,-2.603213598,0
ALDH16A1,0.433451159,0.005231295
ITGA5,-0.573539473,1.69E-74
ZNF385A,-1.698919553,4.38E-160
LSM12,0.275547168,0.013621738
EMC10,-0.433986938,2.22E-08
SHANK1,-0.996816098,2.02E-29
DBF4B,-0.644201862,0.000319123
FMNL3,-0.208422496,0.001477087
RACGAP1,1.11021875,3.38E-07
LARP4,0.360953026,0.000155528
SYCE2,2.657186671,0.022933139
SPC24,3.811176683,1.92E-07
LEMD2,-0.331740512,5.69E-05
CXCL16,-2.086543954,3.38E-95
SCIMP,-3.951268107,2.66E-13
ASGR2,-2.12239647,4.88E-06
TNFSF13,-1.362126332,8.51E-08
SENP3,0.718943704,0.00021892
RPL26,1.144806395,3.64E-07
POLR3K,0.611191886,0.003446758
SNRNP25,0.909058336,7.68E-06
MEIOB,1.165719883,5.87E-06
TEDC2,1.574464089,0.003541629
AMDHD2,-0.61074276,0.044989101
CLPB,0.473589385,0.000325459
CYB561A3,-0.633606927,3.77E-17
UBXN1,-0.227680809,0.043441619
NXF1,-0.377995921,1.34E-06
STX5,-0.417147776,0.000463107
RPL29,0.202415848,7.19E-05
NA,-0.950561995,1.07E-40
SYVN1,-0.285464852,0.000875141
CMPK1,1.099949749,2.40E-68
ELAVL4,-6.476946137,2.18E-09
COA7,0.677993987,3.76E-05
ZYG11B,0.868114966,5.78E-18
USP24,0.595309577,1.40E-10
NOL9,0.54927147,0.004751316
KLHL21,-1.244892541,4.19E-37
AK4,0.919471861,0.000133856
LZIC,0.58426955,0.00208886
FBLIM1,-1.906195212,1.19E-07
SLC25A34,-1.91465437,0.004726068
DRAXIN,-1.66455122,0.000637164
DHRS3,-1.701591222,7.13E-43
LAPTM5,-0.121889067,2.23E-05
SDC3,-0.986487816,4.27E-21
RBBP4,0.404123612,2.62E-06
KIAA1522,-0.376469723,0.011640537
TMCO4,-0.56198377,0.009200185
CAMK2N1,-1.360710923,0.002873897
MEGF6,-0.823682785,0.000362904
C1orf87,3.120258177,0.040937287
OMA1,0.722077484,0.004150646
USP1,0.823021271,5.47E-12
NEXN,-3.555721046,1.27E-58
LRRC53,1.646444633,0.028550878
TYW3,0.965320681,1.18E-12
DNAI3,-1.819396974,0.000248143
GBP2,-2.671301769,7.58E-95
GBP4,-3.202772875,0
GFI1,-0.692880886,5.09E-11
AGL,0.407715583,0.007955584
EXTL2,1.266709987,7.24E-10
SLC30A7,0.290624612,0.000181544
ZNF281,0.60497803,1.33E-17
NLRP3,-1.087578385,2.73E-36
ZNF496,-0.64173359,4.85E-07
TRIM58,1.336761893,5.24E-06
SLAMF9,1.308062516,0.026588031
IGSF8,-0.257311358,0.045604335
PEA15,0.455136354,7.75E-22
PEX19,0.914157196,7.72E-20
SLAMF6,-1.205751574,6.91E-05
OLFML2B,-1.16280922,0.009437649
FCRLB,1.551662479,0.017001943
SLC9C2,-1.477024195,0.002614745
ATF3,-1.854004783,1.75E-293
RBM15,-0.404122994,0.000644764
DENND2D,-2.825902576,3.67E-59
IER5,-1.077142895,1.45E-10
BPNT1,0.731542187,1.41E-08
TFB2M,1.222856123,1.31E-16
CNST,-0.418751166,6.47E-05
PKDCC,-0.748034101,2.31E-05
B3GALNT2,0.31823387,0.0158135
MAPKAPK2,-0.622377891,4.49E-25
IL24,2.170949927,2.37E-12
FCMR,-0.829304853,0.000110465
CAPN2,-0.400000156,9.21E-14
MRPL55,0.652716418,0.002623557
WDR26,-0.107835486,0.012301477
REL,-1.183643605,3.96E-26
PUS10,-0.443961839,0.002956334
SANBR,0.996743495,9.71E-08
DISC1,-1.210870762,1.56E-19
KCNF1,2.478105094,0.000205439
SLC66A3,0.50122128,0.007058501
ARL5A,0.593182121,1.41E-12
CFAP36,0.400883446,0.004690066
NUP35,1.604469108,2.98E-09
CCDC138,0.946371968,0.013228994
ACTG2,5.216474166,0.008947416
WDCP,1.13388185,4.77E-07
H3-3A,-0.450984279,2.48E-15
SGCB,1.020717234,7.91E-05
INHBB,-2.390367951,6.59E-05
SMARCAD1,0.839036557,2.63E-14
NA,-0.554020049,2.11E-09
NEURL3,-5.488275514,2.00E-29
RPRD2,0.175622414,0.02678459
CTSS,-0.256961729,4.48E-12
MSX1,-0.969997787,0.019701358
SCNM1,0.296922558,0.004698473
ERCC3,0.227004868,0.020976044
RNF149,-0.574291639,1.65E-18
CDC42EP3,-1.249140897,5.28E-63
S100A11,-0.631635246,1.93E-43
DHX57,1.084055188,2.82E-08
ARHGAP25,-1.687476355,6.49E-74
S100A9,3.024837838,3.26E-07
TGFA,-1.355556782,0.002233383
CCNYL1,-0.768799746,2.20E-08
FZD5,-0.764888216,0.005443221
DCAF16,0.658330864,6.78E-07
NPPC,-2.040193067,1.69E-11
GNPDA2,0.596892615,0.001628354
GABRG1,2.41303994,0.016938021
GABRB1,3.743107622,0.006680461
PAQR3,0.715746614,2.30E-06
HELQ,-0.73824068,6.75E-08
CGGBP1,0.291103389,2.11E-05
PMVK,0.936182908,6.38E-05
CLDN1,2.102577561,8.39E-14
PYGO2,0.561659135,8.54E-06
HIPK1,-0.593764748,3.84E-26
COL6A3,0.441097814,0.000202649
INAVA,-0.326463707,0.01144088
KBTBD8,-0.736306333,9.57E-10
NAXE,0.65389377,1.69E-06
NA,-0.668152229,1.04E-09
SLC22A15,-0.85383029,2.79E-12
IGFN1,0.871893352,2.01E-06
ATP1A1,0.308136836,1.19E-14
SLC15A2,-0.733145201,0.026951233
LRRC58,0.898745002,9.42E-39
FSTL1,-0.626626815,0.048221893
TMEM169,1.326166834,0.000757769
TRIM46,-0.418612794,0.0061876
ARPC2,-0.085168649,0.026013662
CCT3,1.331226253,1.33E-154
STK36,0.817747735,1.52E-06
NA,-1.523037941,9.12E-142
NEK10,2.212331596,2.54E-20
CCDC141,2.857787316,0.026106045
CIP2A,2.733020307,1.31E-25
AZI2,-0.452053927,0.000172141
TGFBR2,0.719615184,1.19E-10
GLB1L,0.858332832,0.018222132
STT3B,-0.25618628,3.04E-06
CHCHD4,0.445496798,0.037845676
SGO2,1.19353551,2.26E-08
SERPINI1,-0.646346409,4.11E-18
CLASP2,0.422253427,7.64E-05
SUCLG1,0.65925418,1.51E-07
PRKCI,0.578218929,8.52E-05
MNDA,-2.761066314,9.69E-10
PYHIN1,-3.321669815,0.022864051
IFI16,-0.407570158,8.53E-19
AIM2,-2.099539666,1.94E-44
PPM1L,-1.112611312,1.82E-31
SNHG16,0.382669704,0.001193402
RYBP,-0.197347477,0.015252005
PPP4R2,0.339214206,2.22E-05
GTPBP8,0.529389274,0.019998789
WDFY3,0.756798905,2.17E-37
PTPN13,1.624029542,1.64E-09
C4orf36,-0.995381536,0.000925938
ATXN7,-0.836745358,5.62E-17
ADAMTS9,-1.616861582,0.009473921
PPM1K,-1.167580926,8.02E-53
GMPS,0.873423134,2.56E-16
TIPARP,0.273482319,0.003347488
CCNL1,-0.832955824,4.85E-50
PTX3,-1.421786181,0.00040983
HESX1,-3.035244938,8.79E-62
RPL9,0.794433568,2.20E-22
SMIM14,0.552238153,3.34E-05
RPP14,0.66638412,5.13E-06
RBM47,-0.482644676,1.62E-10
APBB2,0.360841111,0.006677279
CRELD1,-0.512963746,0.000271332
PCOLCE2,4.579570492,1.15E-23
MTMR14,-0.266398952,0.001880472
TTC14,0.531762254,2.89E-07
CXCL5,3.605945788,7.45E-134
PPBP,5.088412408,1.00E-99
MTHFD2L,2.258053774,7.62E-58
CXCL1,-1.154433716,7.05E-23
RCHY1,0.34479816,0.03692488
PLSCR2,-1.448028075,0.038475771
HPS3,-1.126694541,3.80E-23
TOPBP1,0.568520513,4.37E-11
SNRK,-0.691723911,2.68E-10
ZNF513,-0.9708019,1.63E-08
SLC4A1AP,-0.305468112,0.001442269
PLB1,0.841188205,0.016416084
KIAA1143,0.816226438,1.04E-08
KIF15,4.159523615,1.39E-17
WDR43,0.91953188,1.37E-21
CDCP1,0.685686958,2.72E-11
CCR1,-1.957545666,8.31E-201
ELP6,0.854513576,0.001290067
DTX3L,-0.725511072,5.31E-61
TPRA1,-0.826613945,1.72E-22
YEATS2,-0.978797087,1.18E-37
ZC3H12A,-1.745995631,4.60E-68
SNIP1,-0.352668252,0.006459367
HEYL,-0.794723681,0.02546736
IFT122,1.088482318,8.89E-11
RFC4,1.196647652,3.17E-08
TKT,0.382277495,2.04E-09
PRKCD,-0.51151288,2.42E-19
RFT1,0.643725401,8.99E-05
GNL3,0.692456549,6.38E-17
ARHGEF3,-0.318582447,0.002488745
SLBP,0.311602603,0.00187387
UBXN7,0.354558562,3.96E-06
MELTF,-1.590247521,2.04E-78
EXO5,0.250046315,0.001386799
ERMAP,-0.44051038,4.31E-05
AIMP1,0.506843749,9.41E-05
SGMS2,1.304976306,7.47E-05
METAP1,0.890585038,1.45E-38
DNAJB14,-0.297208611,4.17E-05
H2AZ1,0.919276192,4.42E-29
PGRMC2,0.405961141,7.17E-06
CDC25A,2.510555876,4.60E-32
ATRIP,1.034734722,1.09E-05
SHISA5,0.119591991,0.035133096
APEH,0.83056277,4.47E-18
RNF123,0.239020346,0.049877903
HSPA4L,0.466572408,0.012455612
ABHD18,-0.798360716,3.87E-06
TEX264,-1.240130897,4.49E-54
GRM2,-2.957731609,0.006857943
POC1A,1.014139034,0.000914601
PPM1M,0.659416148,2.60E-06
C4orf3,-0.205087621,0.007641538
HMGB2,0.37989166,0.010037539
SAP30,-0.886855865,4.03E-05
MAD2L1,3.584368349,3.47E-48
ANXA5,0.465623695,4.46E-29
FBXO8,-0.340573777,0.041040488
HPGD,2.30474304,0.000586201
TMEM144,-1.258563514,6.08E-11
GASK1B,0.887227545,0.001543164
NAA15,0.960752035,1.73E-35
IL15,-1.618966715,0.000551976
ARFIP1,0.215188255,0.046132797
ICE1,0.285082694,6.17E-05
ABCE1,1.227369853,6.27E-62
OTUD4,-0.398141469,3.69E-13
TMEM184C,1.085074014,2.18E-64
ITGA2,-0.734693336,2.68E-11
ELOVL7,1.261682581,7.78E-10
NDUFAF2,1.90739771,7.23E-06
LMBRD2,0.762359598,3.01E-21
NIPBL,-0.536107589,3.66E-22
SLC25A46,0.682922097,7.09E-16
STARD4,1.05562161,2.77E-84
PGGT1B,0.276365381,0.049719991
CCDC112,1.027427686,0.013875187
ANKRD33B,-1.474101056,0.005149353
PRRC1,0.947487654,1.12E-33
WDR41,0.403276559,0.000525652
SPINK1,-1.796065502,4.13E-15
GRPEL2,0.610662559,2.91E-05
RHOBTB3,-0.982238964,9.80E-18
CASP3,-0.819376845,3.80E-27
ERAP2,-2.00275723,4.27E-60
CMYA5,0.302207479,0.011576503
CFAP97,0.784756689,1.02E-12
RICTOR,-0.349714466,4.91E-14
TENT2,-0.531189438,1.78E-14
UBLCP1,0.44216801,8.95E-05
UTP15,1.58902639,1.10E-14
TLR3,-3.268936569,4.37E-40
NSA2,0.52830587,1.07E-07
GFM2,0.796639909,2.76E-11
CCDC127,0.384596632,0.006151982
SEPTIN8,0.734206,7.56E-07
UQCRQ,0.870672503,7.37E-10
GRIK2,0.866283497,0.020500306
CGAS,-1.496836905,7.67E-42
TXLNB,0.614557131,0.000630366
CITED2,0.599682031,2.59E-51
CREBRF,-0.881486169,4.68E-20
DCBLD1,-0.700858028,7.44E-12
SFXN1,1.308816976,5.52E-33
TMEM200A,1.54367386,3.58E-13
STK17A,-0.343773495,0.000900553
TRA2A,0.240953928,0.017453194
RPS14,0.508983749,2.09E-20
SLU7,-0.286690437,0.000414165
PTTG1,1.81604764,7.49E-10
RELL2,-0.465483114,0.022014402
KCNK5,-0.81564915,0.030284206
ZNF12,0.44216287,0.001525114
SLC29A4,-1.224459704,0.000642131
STEAP1,0.974445109,5.22E-14
CDCA7L,0.555235545,0.02458518
SP8,-3.545956444,0.013052697
MIOS,0.359468836,0.005893125
ELAPOR2,1.638071688,4.33E-05
SYTL3,0.37691789,0.003423654
HEY1,0.984067615,0.026736049
FABP5,-0.411226155,6.56E-14
TAGAP,-2.192716814,1.65E-57
BRI3,-1.50578393,3.33E-60
CTSB,-1.802045049,0
ADCY1,-0.390959007,0.000586571
HNF4G,-1.388201467,1.25E-16
PEX2,0.526493981,0.000831571
RAD21,0.109880241,0.046562073
MED30,-0.643167248,0.017657869
TNFRSF11B,2.23063055,3.78E-05
CSMD3,2.807003755,0.031107572
SPIDR,0.309084068,0.020204602
ORC5,0.817350664,3.63E-05
DNAAF5,0.922445243,1.12E-11
OSGIN2,-0.202727218,0.001270003
DEFB1,-3.832948666,0.041856139
SUN1,0.762343618,7.32E-12
OXR1,1.286905712,7.27E-111
INTS1,0.23742734,0.005615587
CDK5,0.888198124,8.88E-08
SLC4A2,0.316793969,4.23E-05
FASTK,0.511587392,0.000411238
TMUB1,-0.966861714,2.50E-12
PHAX,0.422943557,0.001918609
ALDH7A1,3.689999161,0.007495094
COX6C,0.50129041,2.26E-06
OSR2,-1.562602048,0.037192179
YWHAZ,0.123231236,0.000194752
FZD6,0.530422221,0.000538047
SLC25A32,0.846666964,3.43E-22
DCAF13,1.15862447,6.33E-30
DCSTAMP,0.929774808,3.18E-70
INTS8,0.426520285,9.00E-06
VIRMA,0.391038379,5.05E-09
PDP1,0.440124167,5.75E-10
TMEM67,1.034698543,0.000161311
WASHC5,0.535152365,3.10E-13
SNAPC3,0.763805855,4.69E-10
NUDT2,0.809132451,0.000212974
TMEM65,-0.366095424,0.002113828
PSIP1,1.341641914,8.32E-16
UBAP1,-0.604781279,1.77E-15
SYK,0.364437308,0.007200833
ABCA1,-0.494439919,2.76E-24
METTL2B,0.983406056,6.18E-09
FXN,1.42864088,0.004593664
TMC1,1.529951317,0.024085787
KDM1B,0.650060322,5.84E-07
HGSNAT,0.276154709,5.62E-05
KIF27,-0.680964114,0.025119538
HNRNPK,0.256481533,2.93E-10
NA,-1.227295597,0.024547006
PGAP4,1.124348133,1.33E-06
ZHX1,-0.272632988,0.000568697
CYBB,-0.632504743,2.76E-11
DYNLT3,0.572816683,1.98E-08
MID1IP1,-0.314730941,1.31E-11
NCF1C,-1.918120762,9.80E-70
KIAA1958,-0.750928804,5.56E-07
STRBP,-0.892124088,6.06E-12
GAPVD1,0.297197055,4.65E-05
CARD19,-1.174319334,1.96E-32
ATP7A,0.323517468,0.019568675
ZNF367,4.411663343,3.93E-24
NLGN4Y,-1.112862238,0.000165651
NDUFB6,1.18916771,2.33E-11
NOL6,0.710188289,1.10E-20
AQP3,-0.671673781,0.000605879
VCP,0.359063142,3.95E-15
STOML2,0.70505117,2.97E-11
BRWD3,-0.462435973,3.32E-06
SLITRK5,0.766567866,0.006100139
MELK,2.120236321,1.07E-23
HECTD2,0.600478877,4.17E-09
INTS6L,-0.554890704,1.88E-07
LRFN5,-1.409030289,2.67E-08
LRRC18,0.795377089,0.015301792
SPTSSA,0.45087101,5.58E-05
WRN,0.730536443,2.89E-07
TSHR,-1.783404873,0.019173327
CFL2,1.002449268,1.01E-07
SUGT1,0.329838109,0.007025212
ZCCHC24,-0.317456272,0.010512572
PGM2L1,0.980571781,4.31E-06
SLC16A9,1.909261643,2.28E-06
REEP3,-0.164532056,0.01434725
SKA3,5.446246785,3.62E-21
DDIAS,4.886039157,1.77E-19
PCF11,-0.296312179,0.000659178
RPL36AL,-0.740822734,8.37E-17
DEPP1,-1.112955555,0.002063964
RPUSD4,0.664761435,0.000681399
ARF6,-0.241035149,0.00717507
TTC8,0.763825495,0.001538046
KBTBD6,0.746091527,0.019665498
NUDT5,0.6284719,9.13E-11
DACT1,3.267328629,8.26E-108
ATP5F1C,0.304993314,2.47E-05
VDAC2,0.679116936,5.91E-19
SLC18A2,0.977957123,0.009670232
PDZD8,0.392722155,0.01358627
ZNF503,-0.82273578,0.000506396
QSOX2,0.725500392,1.90E-06
NSD1,0.38313874,1.15E-07
PRDX3,1.244798114,7.83E-114
GHITM,0.374885484,5.23E-11
TMEM52B,1.784959765,0.019201687
PMPCA,0.586043538,3.31E-12
FRMD7,2.965484802,0.000129597
SPACA9,1.082409464,0.031143319
TSC1,0.296657501,0.00431339
HPRT1,0.791942611,3.73E-09
ZMYND19,0.681661143,0.000379027
RET,-1.289634546,1.45E-41
DDX21,0.991937861,2.46E-76
BMS1,0.926232468,2.02E-22
PIP4P1,-0.489760601,0.000167612
METTL17,0.439421841,0.001476704
SLC39A2,2.87404182,0.025403826
NDRG2,1.832418768,1.66E-33
METTL3,0.573517541,9.05E-05
TRUB1,0.757511993,5.96E-06
HSPA12A,2.301319394,4.62E-06
E2F7,1.500724856,1.20E-47
OTOGL,2.557580634,1.97E-21
PACSIN3,1.09569541,0.004955622
TTC7B,-0.723365492,1.05E-08
SLC39A13,-0.313927783,2.05E-06
PSMC3,0.384390686,7.65E-08
CPSF2,0.594483262,3.10E-13
MOAP1,-0.681281636,4.40E-09
IFI27,-0.56313966,4.44E-27
ARL5B,-0.59626336,1.67E-14
TAF1D,0.252392219,0.001412302
ABTB2,-0.940243955,1.05E-06
R3HCC1L,-0.543834689,1.10E-05
AMOTL1,1.232746793,7.64E-12
TCP11L2,-0.895870175,0.001621232
SPRED1,1.703390819,2.53E-80
GPR176,0.881431125,0.004480105
JAM3,2.155639091,0.007305786
ADAMTS15,1.483619958,1.39E-15
GPT2,-1.100050948,1.21E-15
RAB8B,-0.127093452,0.022577982
IKBIP,1.306915187,4.58E-21
RPUSD2,0.564787478,0.038918681
NDUFB8,0.816537266,0.006723733
ZFYVE19,-0.592750852,1.25E-05
SPINT1,-0.684954257,2.17E-10
FBN1,3.906543375,2.07E-92
CKB,-2.009154843,3.12E-165
BTRC,0.465337759,0.006400667
BAG5,0.367022185,0.000363679
DPCD,1.441329644,1.20E-12
API5,0.675386868,2.61E-19
HPS6,-0.389548036,0.004486379
NOLC1,1.179166796,2.45E-55
COPS2,0.262300991,0.00024608
SGPL1,0.340979146,0.002415034
FRS2,-0.391632538,0.001429497
CCT2,1.106523339,4.61E-65
PCBD1,0.452175596,0.012804975
SCN3B,-1.734267159,2.63E-05
COX11,0.811778123,2.09E-05
WBP1L,-0.177752632,0.034825636
C2,-4.230593929,3.49E-32
PLEKHF1,-1.30683507,2.42E-09
APBB1,-1.044904698,0.029135628
SYNPO2L,-3.662891109,2.11E-11
ILK,0.643251326,0.013763787
TAF10,-0.468266784,0.001000829
TPP1,-0.109025449,0.009008196
DCHS1,-0.544423515,0.013754836
USP54,-0.52655771,0.004353132
PPFIBP2,-1.607166741,8.40E-08
CYB5R2,-0.748965704,0.010522049
GARRE1,-0.348219668,0.035407393
IDH3A,0.53813643,1.14E-05
PLD4,-0.871387848,1.66E-14
RNF169,-0.503231281,1.98E-05
RPL27A,0.515730567,6.82E-23
CDYL2,-0.538011136,8.65E-06
CENPN,0.999106376,1.50E-07
ZNF143,-0.290840171,0.035543206
TMX3,0.526036796,1.04E-25
MFAP4,-1.232213389,0.001107684
WEE1,-0.623524832,3.50E-07
MAPK7,-0.639634298,5.91E-06
PRKCB,-0.718175802,1.33E-25
HDGFL3,-1.288043494,0.00057345
MCM7,2.084946799,4.42E-74
BEAN1,-2.312612865,2.69E-22
TMED3,0.545359664,2.06E-08
CENPV,0.637231185,0.038837576
CIAO2B,-0.332299844,0.001897323
BLCAP,0.198909021,0.017735525
ATF7IP2,-0.5675445,0.000860924
MMP10,2.383354173,3.09E-22
BEX3,0.823897686,1.32E-05
B2M,-1.086346074,0
ZNF592,-0.239358729,0.012044046
AP1G1,0.215637511,0.000600123
NA,-1.773039029,0.000195013
SLFN5,-0.636222519,2.80E-21
BMERB1,-0.483326297,0.00450931
MARF1,-0.377910713,5.80E-08
SAAL1,1.521469657,4.43E-06
CIAO2A,0.339330371,7.37E-05
PCLAF,4.894332355,5.72E-45
KIF7,4.663988838,0.034045702
TMEM170A,-0.42201391,0.000524368
ANPEP,1.201249143,0
NAV2,-0.916297972,0.002126144
C18orf54,1.113245299,1.16E-06
DCTN5,0.212187664,0.000531432
PLK1,2.052438781,1.69E-15
CLPX,0.380923632,1.44E-05
ZBTB39,-0.576488309,0.00050291
MYO1A,-2.980653079,0.00077871
NEMP1,-0.475163164,8.52E-16
NAB2,-0.292783901,0.000413101
VPS39,-0.220005991,0.004170102
STAT6,-0.619765845,8.71E-38
PATL1,-0.896203086,1.54E-46
STX3,-0.803947164,6.88E-19
MRPL16,0.335543686,0.019686464
PIP4K2C,-0.377525697,0.00031021
MTMR10,-0.471174489,8.44E-07
YWHAB,0.253230868,2.18E-07
SCG5,2.776165752,6.07E-112
TSC22D4,-1.0880507,6.23E-38
MS4A7,-0.868244483,2.21E-26
MS4A14,-1.626168609,3.40E-29
SMAD3,-0.546357463,0.000144257
RCCD1,2.315469966,1.01E-11
AKTIP,0.955248834,0.006949942
MAPRE2,0.200182543,0.032955864
MBD6,-0.848101235,2.19E-10
PDIA3,-0.406780672,1.86E-20
NUDT21,0.878188259,4.91E-23
NKX3-1,-1.226726255,0.000480599
SGSM1,-3.435185872,0.000135362
TEF,1.078780166,2.60E-05
MEI1,-0.439851049,0.005127554
PBX3,-1.082123554,3.36E-58
PHB1,1.290484685,9.52E-27
SNRPD1,0.918247625,7.78E-12
SAMD14,-1.22738486,0.025901923
TMEM92,-1.976156316,0.022871661
EEIG1,-1.573785962,6.82E-23
TRUB2,0.401973365,0.003107074
CERCAM,1.13063565,2.70E-16
C15orf39,-1.09871141,1.38E-29
SP2,-0.414405155,0.004829079
COQ7,0.525094763,0.035509659
GPRC5B,-1.880565128,0.019926356
CRK,0.205408253,0.002760028
FBXO22,0.382728398,0.010789742
NOD2,-1.657058868,5.86E-12
SNX20,-1.74173657,1.36E-35
LOXHD1,-1.493797796,3.64E-12
HDHD2,0.461403953,2.95E-05
ZNF91,-0.273584498,0.040375372
CDK12,0.182532333,0.023076682
DUS2,0.547449967,0.035209325
POP5,0.976126459,0.000147924
ENGASE,0.363449559,0.047613032
ATP5MG,0.55634518,1.16E-09
TBC1D16,0.651573159,8.76E-14
ACAA2,0.833978953,4.67E-11
RRM1,1.298348521,4.15E-43
TRIM68,-0.717346926,0.006852759
PRRT2,-2.568741245,0.000749253
IRGQ,-0.181072462,0.000447076
ZNF226,0.400558004,0.030992469
ZNF646,-0.896256864,1.07E-18
VKORC1,0.984494367,0.002991922
TPM4,0.14671499,6.14E-05
RAB8A,-0.749750589,1.01E-13
GATAD2A,-0.241028006,0.000935414
MVD,-0.510710297,0.000171985
CDT1,1.796465215,4.59E-09
TRAPPC2L,0.504343304,0.001151391
ANKRD11,-0.811180563,9.29E-60
PROCA1,-1.967496416,0.00032489
RPL13,0.17788082,0.001438475
KMT2D,-0.624742155,9.86E-20
CORO6,-1.31039288,0.0217096
RHEBL1,-2.110995873,0.008172308
RAB4B,-0.941748941,0.000803925
CYP2S1,-1.102112784,3.39E-07
AXL,-2.424593619,9.20E-227
NFKBID,-0.479244629,0.042757696
LAIR1,-1.713046072,6.23E-167
TTYH1,-1.166123989,0.028174644
LENG8,-0.140874696,0.031552003
LAIR2,-2.386768019,0.026423637
YIF1B,0.459063232,0.001000856
DAPK3,-0.710969028,6.31E-09
EEF2,0.543126868,3.78E-56
CHAF1A,0.41358422,0.011116908
UBXN6,-0.255916788,0.009177494
HDGFL2,-0.359539429,0.00241352
PLIN4,-1.747241944,0.000150733
SEMA6B,-1.420057953,0.001286331
NXN,-1.213776876,7.04E-27
GLOD4,0.715578168,7.78E-09
MFSD3,0.567417507,0.039250883
SLC43A2,0.365996038,2.12E-05
RILP,-1.044301712,6.63E-09
SERPINF2,-1.74708982,0.015924124
WDR81,-0.64869692,3.45E-11
TSR1,1.006426011,8.87E-21
KLK1,-3.704104122,3.96E-07
KRT80,2.175731821,0.036130471
ANGPTL4,-1.752816983,0.002018152
SPRYD3,0.24327363,0.026690553
IGFBP6,1.296814372,0.011042183
NDUFV1,1.015179058,2.51E-30
NUDT8,3.92963182,0.038833303
PRDX2,0.558827123,0.000310462
CD300C,-0.488158547,0.006359044
CD300A,-2.487215357,8.64E-81
TEKT1,-1.325234645,0.014549145
ATP5PD,0.719710586,1.89E-11
MGAT5B,-1.939650971,0.005516217
TMC8,-1.407649548,0.002786957
TK1,3.50706086,1.55E-42
TMEM68,-0.318214712,0.03540263
CYP7A1,-2.076209555,0.047744779
ZNF598,0.560687038,0.000126329
ECI1,-0.503077838,0.028192057
ABCA3,0.548414633,0.000766397
KCTD5,-0.447720771,2.33E-06
SRRM2,-0.119193814,0.001804322
DDB1,0.663121246,8.84E-34
VPS37C,-0.621613994,1.38E-10
VWCE,-1.472484364,0.01680098
RAB3IL1,-0.933570426,0.008924967
BEST1,-0.791551997,0.000411968
FTH1,-0.84447313,2.66E-111
POLR2G,0.473988588,0.000185199
SLC3A2,-1.167751429,1.42E-105
SPINDOC,-0.369094159,0.004637958
C2CD3,-0.480126929,5.76E-06
TRANK1,-1.579056671,1.46E-172
TTC21A,-1.495428799,2.71E-11
RPSA,1.346179342,1.42E-144
CTNNB1,-0.293077076,1.94E-12
LTBP3,-1.435627705,1.78E-06
BATF2,-2.539626408,2.13E-117
SF1,-0.144601556,0.017298987
MAP4K2,-0.788639187,2.84E-08
CCDC88B,-0.867957384,1.73E-07
SCARA3,4.663988838,0.034045702
PBK,5.148283731,4.76E-35
COPS6,0.515270332,6.97E-06
PAFAH1B2,0.553462656,1.94E-11
NUDT16L1,0.690577344,0.001506132
KIAA1586,0.909006215,3.01E-07
RAB4A,0.774919221,8.04E-08
SETD5,-0.252644617,0.000139629
RNF187,-0.207780942,0.030275161
HOOK3,1.378191285,1.95E-106
DDIT4,-0.765162443,3.22E-09
RBPJ,-0.294009462,4.58E-07
TTC39C,-0.238416756,0.026096951
UBTD2,-1.176899715,1.12E-34
NKIRAS2,-0.206763229,0.016802372
NT5DC2,1.94734032,2.21E-38
MGAT2,-0.835802476,0.03910115
BMI1,-0.956387405,3.02E-33
PDHB,0.895141697,2.53E-11
PCMTD1,-0.272246727,0.016985295
IRF2,-1.195392181,2.40E-68
CX3CR1,0.376821758,0.040373715
XIRP1,-2.100027555,1.49E-160
SEPTIN2,0.77996964,1.66E-50
FILIP1L,2.425893609,3.10E-58
MFSD2A,-1.292789914,2.18E-213
DTYMK,1.868378812,3.03E-16
TAP1,-1.178377871,1.42E-152
ATG4B,-0.284127969,0.008770967
MLKL,-1.609352651,3.56E-44
RFWD3,0.203528127,0.031199897
RHOH,-1.161113598,0.000151465
STIP1,-0.146588514,0.001280213
RAB31,1.198886346,3.40E-171
TNXB,-2.45264186,0.000786789
BMP1,0.798592065,3.74E-24
ATXN2L,-0.229053347,0.000550488
POLR3D,0.679202666,9.48E-14
FEN1,1.588805867,3.83E-29
MTCL1,0.918604718,0.00019116
GBX2,-1.718695144,0.003900743
SERINC2,-0.824637255,0.011468843
CDKN2AIP,-0.624050845,1.91E-10
SNRNP48,1.093105731,3.36E-09
TMEM223,1.044171268,0.001684229
SLC20A2,0.28741103,0.001105131
TMUB2,-0.495288067,1.04E-05
STAT3,-0.320159815,2.96E-09
ADAM9,0.945034355,1.26E-115
GDNF,-1.970080643,3.50E-06
NDUFS5,0.306372007,0.000179036
VWA3B,-2.759002386,0.01534
LRATD2,-2.239659202,1.74E-25
LDLRAD4,-0.554891139,0.011017329
IL7R,0.735296236,6.13E-08
TMEM208,0.736190439,6.54E-07
AHCYL1,0.313677968,1.43E-10
DNAJC21,0.297247602,0.00070839
